Time [Sec],Roll Angle [Deg],Pitch Angle [Deg],Phase Angle,Angular Velocity X [deg/s],Angular Velocity Y [deg/s],Angular Velocity Z [deg/s],EKF Roll Angle [Deg]
0.0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,-102.61396789550781,-27.441329956054688,3.135124692159763,-34.229851610450325,-39.63016458338301,-38.02792173240849,-101.60785094012036
0.009744,-103.73846435546875,-28.096803665161133,3.1343375667090245,-38.465484141207014,-18.689342465521047,-43.123369211737646,-97.99818784752364
0.019618,-103.4834213256836,-28.480396270751953,3.1334427869485606,-39.98470604282002,-1.0380659171585838,-48.322960000436574,-102.51415969356118
0.029262,-103.81729125976562,-29.119211196899414,3.1324366857930577,-37.895576571955736,8.56806164865715,-54.46389770583041,-102.36029870791815
0.039306,-104.11871337890625,-29.826995849609375,3.1311115364317086,-32.686549876918434,8.376842818879826,-62.52805275695976,-102.57732471499429
0.049472,-104.39073944091797,-30.599035263061523,3.129775864577657,-23.831960938805604,4.549012708934273,-70.68126322958233,-99.87843684180999
0.059397,-104.55077362060547,-31.413116455078125,3.129049681703293,-15.537710474916867,8.486543340913046,-75.14033173865764,-94.06851641602067
0.069872,-104.52775573730469,-32.20589828491211,3.129716030481897,-11.418280806283253,24.051350030041,-71.13243137520752,-103.81894752682857
0.079949,-104.32408142089844,-32.85533142089844,3.1320766728423237,-13.550955294427313,46.10173808611882,-56.88187004937955,0.9267527768939785
0.089522,-104.04798126220703,-33.23495101928711,3.1358312326224733,-20.716494799856644,63.291913792977304,-34.347149864161544,-103.70777381935234
0.099909,-103.86541748046875,-33.27479934692383,3.140092806826338,-30.517780400331798,67.71729580906612,-8.925669863031507,-101.58378507473265
0.109654,-103.90784454345703,-33.03458786010742,-3.139553405908788,-43.8436775465126,64.55509580826863,12.140639051582863,-102.59896808542727
0.119971,-104.16485595703125,-32.65988540649414,-3.1370719114520678,-55.95418009593008,60.94992388884997,26.98090695751868,-100.84976139425282
0.129906,-104.48979949951172,-32.23683547973633,-3.135396878338863,-62.85293753502059,59.27894542916304,37.093493797342795,-101.74233568795424
0.138948,-104.7889404296875,-31.81654167175293,-3.134854854151458,-63.765963072322045,55.6549324329189,40.454117623718325,-101.84899840596991
0.149946,-105.1128158569336,-31.477521896362305,-3.1358525251902636,-61.57449004693428,43.76753801273989,34.57042191794009,-104.09718648452677
0.159672,-105.71824645996094,-31.31005859375,-3.1389900146076397,-66.71314188785836,15.51541332237136,15.764764745948309,-104.43763792921803
0.169693,-106.76626586914062,-31.445764541625977,3.138740178414002,-66.90005001449575,-17.85589375469212,-17.449369433029425,-103.14643552657971
0.179968,-107.68347930908203,-31.966358184814453,3.132725065313543,-30.583080423891705,-44.00258872774212,-54.71275906333441,-106.69005601381984
