Time [Sec],Roll Angle [Deg],Pitch Angle [Deg],Phase Angle,Angular Velocity X [deg/s],Angular Velocity Y [deg/s],Angular Velocity Z [deg/s],EKF Roll Angle [Deg]
0.0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,-107.53455352783203,-14.660487174987793,3.1404111929977887,-16.961195322481103,-59.545684806819544,-7.27930825888694,-106.48019085369253
0.009821,-108.1855239868164,-14.591418266296387,3.138474232766585,-19.924672676924356,-45.17934835946528,-19.329824671918775,-72.65954067067327
0.019813,-108.25128173828125,-15.20497989654541,3.1368273362895693,-25.943739316957657,-28.294318183966283,-29.556349312382462,-105.0887983148351
0.029847,-108.67377471923828,-15.653238296508789,3.1359823770218744,-33.84574226209632,-9.98965026495306,-34.93302641569231,-107.84615989650324
0.039828,-109.11540985107422,-16.155672073364258,3.135296981505633,-38.674808948700395,6.813661819768613,-39.36013305454655,-108.087657606515
0.049835000000000004,-109.50423431396484,-16.74172019958496,3.134429646588241,-39.296861597170135,20.006331003546443,-44.94240909715754,-99.74071270357283
0.059836,-109.8459701538086,-17.426530838012695,3.1330733402033877,-38.360934435581626,24.92310244173536,-53.619389211187936,-94.28722832564556
0.069807,-110.17028045654297,-18.200708389282227,3.131315005409884,-32.744606484863546,19.41197135706652,-64.87780175598422,-109.42813056577984
0.079838,-110.39862823486328,-19.04046630859375,3.129458956422921,-19.980874888509806,9.766855470642767,-76.75395709988398,-108.97254677512844
0.090044,-110.430908203125,-19.90702247619629,3.1286611242464732,-4.4430969654748855,7.365622213202037,-81.82525644540256,-109.36420931442153
0.099849,-110.27271270751953,-20.69135093688965,3.1297029067866693,5.602664157283474,14.664474204625321,-75.1248750205659,-109.22784068541158
0.110056,-110.0336685180664,-21.24466896057129,3.1325653566869627,9.334063095205847,22.115266315456477,-56.91382167431687,-57.046269286457324
0.120048,-109.85015106201172,-21.42431640625,3.1368167637516615,4.951884586938306,21.428764001978497,-30.05944055607809,-107.63284868590233
0.129082,-109.86943817138672,-21.19773292541504,3.1413208486418505,-7.286661811302104,15.879759518361935,-1.7110271671636035,-108.87520018658898
0.140127,-110.13695526123047,-20.725431442260742,-3.1385383788042245,-24.606111654807776,13.599021043163985,19.273702715056075,-97.36591916813687
0.150047,-110.6242446899414,-20.203107833862305,-3.1364724269199096,-43.48480916223638,13.826311809495438,32.45382825642318,-108.98415398954224
0.160053,-111.2554702758789,-19.705060958862305,-3.135535243946307,-57.41635967268973,15.195058667277545,38.6132416235219,-109.62768832222481
0.170136,-111.9001235961914,-19.28856086730957,-3.1357734991975286,-63.21962990099106,16.007355989794235,37.309375586439394,-110.63968797305769
0.179991,-112.53874969482422,-19.001108169555664,-3.13709001046794,-67.36999435014931,12.626173294016974,29.033218293662017,-111.25757302497563
0.189125,-113.34156036376953,-18.87395668029785,-3.139745444751151,-77.26965004259829,1.0961578499883058,11.995775008155123,-27.24069049650126
0.200132,-114.38450622558594,-18.990093231201172,3.139107592587569,-82.99004275551069,-14.529185232640295,-16.28650069853078,-93.38902667662303
0.210231,-115.18209838867188,-19.471670150756836,3.1336296736226656,-51.046163252709825,-24.619664457668375,-52.55238388923772,-114.81679927757885
0.220144,-115.17164611816406,-20.246688842773438,3.1295815138631267,-0.7011682770907328,-33.79210478654421,-79.26351203491923,-114.27497549246402
0.229142,-114.79664611816406,-20.995697021484375,3.1282239899891584,19.45721965277056,-39.379530791789385,-87.93579639389526,-97.28572556853572
0.240155,-114.80435943603516,-21.5922908782959,3.1286317740964655,4.797480049900528,-31.949125088083424,-85.25891548457302,-113.96385731801476
0.250236,-115.21558380126953,-22.06955337524414,3.1303719146864055,-12.63946911101005,-20.013458305945353,-74.07532083194506,-113.95551029433383
0.259598,-115.6429214477539,-22.34516716003418,3.1322571435017874,-15.102362754956717,-24.002836903913693,-61.85749893519376,-36.43116115033379
0.269829,-116.0295181274414,-22.305044174194336,3.135024312034538,-18.932671369797337,-38.26334810781507,-43.66697372249521,-112.90289283419409
0.279029,-116.43392181396484,-22.004119873046875,3.137251047759414,-18.44518881590248,-42.671043349048134,-28.963782590559667,-113.64787098628348
0.28959,-116.58431243896484,-21.802101135253906,3.1374443176526876,-4.117568015197962,-33.95946149668245,-27.710167962748233,-115.5131288574187
0.299483,-116.50894165039062,-21.81841468811035,3.1373098018402374,0.24045518222428572,-27.69301735774233,-28.59022588447333,-115.26942491625046
0.309502,-116.53208923339844,-21.956378936767578,3.1362893721826866,-1.2664690438293968,-16.300173029701853,-35.409264770666034,-114.77959238378214
0.319443,-116.61229705810547,-22.37771987915039,3.1342125724716356,-5.665658565111679,1.7693338240653578,-49.31011358080018,-114.7592583284999
0.329444,-116.75764465332031,-23.089712142944336,3.1324939710289867,-15.47528937609212,22.041626630919986,-60.869320826454654,-111.49896450882949
0.339634,-116.95215606689453,-23.940170288085938,3.1318018942482886,-24.02083103728209,45.06189642649774,-65.6086524877431,-115.97129975556307
0.349633,-117.08007049560547,-24.839405059814453,3.131579310124761,-28.029395636628998,62.91268802987986,-67.17369471340314,-114.64858029104637
0.359485,-117.1707763671875,-25.7384033203125,3.1312773108900576,-30.642011296050573,70.10494552779498,-69.25338486283448,-115.81722177406114
0.369485,-117.28543853759766,-26.59355354309082,3.131151584412265,-29.89569018582162,68.80520150987658,-70.1661235321908,-105.52869817444552
0.379445,-117.33468627929688,-27.32964324951172,3.1316349627521944,-21.328676117428422,61.29105768694626,-66.94560054607057,-115.59342597900454
0.39019299999999996,-117.27261352539062,-27.885313034057617,3.132400111131911,-12.086010344827454,48.53710692148398,-61.768508400497666,-114.9134472928328
0.400181,-117.25253295898438,-28.27520179748535,3.132961287171337,-7.958559472787306,30.96691656467891,-57.987609374112914,-108.57957138023379
0.409258,-117.38082122802734,-28.556161880493164,3.1335198054774294,-10.123322189652086,18.488688583178998,-54.29451925969785,-110.30051369512267
0.419943,-117.56922149658203,-28.795093536376953,3.134052917656875,-10.23294245696256,12.698809794519121,-50.79028387583364,-116.35157544779214
0.42971799999999993,-117.66569519042969,-29.05019760131836,3.1342836714137627,-7.08843819564411,13.566031229472824,-49.27619144628731,-101.01229441436982
0.43986,-117.65225219726562,-29.39046859741211,3.134124062569198,-5.327162927582309,20.53116615446481,-50.34654014583625,-96.85170252890032
0.449877,-117.59379577636719,-29.864032745361328,3.1337053451480186,-7.84843889412013,33.87841105689649,-53.142853742985324,-116.66439792919492
0.460226,-117.54625701904297,-30.45677947998047,3.133356108602503,-13.296677596911493,46.225531849730714,-55.47359774064422,-104.87466879785947
0.470283,-117.54354095458984,-31.085208892822266,3.1331888882293573,-18.779506085207093,54.374797888107594,-56.5985811233641,-116.72612738932861
0.479873,-117.57192993164062,-31.696575164794922,3.1331685866547887,-22.064734868429433,57.57246364617037,-56.74901945492822,-115.85442445142833
0.490108,-117.61251068115234,-32.26152420043945,3.1332075409784026,-22.505753352947984,55.670737490658304,-56.506086701623786,-109.53278153720828
0.499858,-117.65968322753906,-32.76918411254883,3.133161009528887,-20.08214781088088,49.49289968827347,-56.842459857868576,-116.70021485528633
0.509727,-117.70873260498047,-33.23358154296875,3.1329178941907125,-15.57144477922756,41.20919845155782,-58.50589778871182,-115.48287993354201
0.519818,-117.76356506347656,-33.68301010131836,3.1325010252808,-11.217442508833612,33.14010517365855,-61.346136332413245,-113.07896797221345
0.529831,-117.84374237060547,-34.13499069213867,3.1320382792569306,-8.225605355182818,26.138176019607705,-64.51261203163115,-111.73770321743896
0.540201,-117.96985626220703,-34.587493896484375,3.131571723736116,-6.745879876219052,19.33567472894289,-67.73548460282586,-116.92082502350856
0.549963,-118.14154052734375,-35.04425811767578,3.131047226378507,-5.234072998723736,13.964682904343434,-71.38476588390446,-116.24158250977452
0.559777,-118.32086944580078,-35.524906158447266,3.1306120867813,-4.30181279494588,12.038820567851836,-74.44339972631704,-96.60066247064182
0.570154,-118.48475646972656,-36.03089904785156,3.1304228220544776,-4.624499532754432,13.429799691382334,-75.83152639209541,-117.71798924666983
0.579901,-118.62321472167969,-36.54062271118164,3.1305867067041047,-5.760795416287141,16.821569180373118,-74.80614424294725,-117.59427348514379
0.590071,-118.72393035888672,-37.0252685546875,3.131056504087623,-6.803493375641756,20.684748080594424,-71.67354628201261,-117.53911576239715
0.599797,-118.78192138671875,-37.46372985839844,3.1316818474545927,-6.8500189167205905,23.118218123370323,-67.45220933718875,-114.10245432194715
0.609596,-118.81928253173828,-37.82978057861328,3.1324705668291726,-6.77810428183635,22.28776786558703,-62.10346087739509,-117.62095756037851
0.620207,-118.88804626464844,-38.08811950683594,3.1333448395366696,-7.227269047600612,17.303454394243147,-56.183595904867055,-99.49678560627142
0.629222,-119.02880859375,-38.227386474609375,3.1342593253084274,-9.1241611367276,10.523426987268618,-50.01308348036706,-118.28369832798265
0.639257,-119.25592041015625,-38.26333999633789,3.135130029070014,-12.891034369651729,3.7698166175695795,-44.158829305006165,-110.52245079537737
0.650366,-119.53817749023438,-38.22137451171875,3.1359574953090865,-15.530091398897717,-0.8889510948287165,-38.5957939052871,-117.32921536395538
0.659381,-119.78360748291016,-38.13089370727539,3.1367660146852874,-16.039211992083175,-1.7279555775780686,-33.12593936131994,-118.73519081378845
0.6692530000000001,-119.93231964111328,-38.019142150878906,3.1375759104878322,-15.509267859665641,1.4045556186097794,-27.60166357759341,-117.30116515869047
0.679296,-119.97611236572266,-37.895511627197266,3.1384008495207665,-14.43450685791287,6.409273639768838,-21.940934274628365,-118.74088696248003
0.690263,-119.94554138183594,-37.75335693359375,3.1390974736010477,-13.474758557820296,10.52704784130237,-17.14784390193004,-112.24004258080161
0.699936,-119.88177490234375,-37.58610153198242,3.1397573762329634,-12.926612825038324,13.707805466074777,-12.606019967097206,-118.51083916638795
0.70995,-119.78154754638672,-37.38813400268555,3.140459250420425,-12.229889133467418,17.276090948880785,-7.778523370228586,-114.57383020727671
0.72029,-119.62430572509766,-37.1676139831543,3.141144675402211,-11.60593171599289,21.824786907792298,-3.070428298448723,-27.94337328105617
0.729293,-119.41099548339844,-36.93822479248047,-3.14145769583408,-10.759182919302654,26.52060001878401,0.9233467001892842,-119.14240910077089
0.739281,-119.15167999267578,-36.70508575439453,-3.1410052017004872,-9.47378315241492,30.449352150132025,4.01046894146487,-118.11102833878591
0.749279,-118.8428726196289,-36.4666748046875,-3.1406234340877295,-6.751268468587369,33.84870997929069,6.599606679388175,-117.72388222714459
0.760305,-118.47312927246094,-36.21280288696289,-3.140327648146382,-2.251041879903793,34.735931061907834,8.586874550952302,-117.2833863143622
0.769524,-118.06267547607422,-35.9381217956543,-3.1401367121416555,1.8727661534312112,35.05586736791499,9.84871272652443,-116.76652463100798
0.779525,-117.64926147460938,-35.65168762207031,-3.140189801879616,5.930330956770612,31.936151143754984,9.456357632294926,-116.18080488513354
0.789853,-117.30176544189453,-35.33612060546875,-3.1403747349411937,7.962311807962582,24.324111926998167,8.185508729660258,-90.0786505877927
0.799578,-117.05428314208984,-34.958587646484375,-3.1403190345374803,9.354172879669658,14.852435887942194,8.54180640148762,-116.16272279234467
0.809348,-116.82317352294922,-34.49826431274414,-3.1398824554443,12.608226118199118,7.95726942080782,11.447179336661577,-102.28602529397871
0.820368,-116.4612808227539,-33.958839416503906,-3.13897800153524,21.220211005861326,5.620706528862886,17.44693276304302,-28.0977636971817
0.829611,-115.8336410522461,-33.3333625793457,-3.1377455956728597,36.69691593865893,5.56831513594748,25.53219822134959,-115.60282460578824
0.84037,-114.97454071044922,-32.592567443847656,-3.1362219519808026,50.27487780106448,3.2237901644210156,35.38013742895051,-112.8695815131918
0.849387,-113.99019622802734,-31.699607849121094,-3.134240865646806,63.728417522454485,2.221483595940328,48.01654746898605,-112.64136330987819
0.86044,-112.88631439208984,-30.617671966552734,-3.131401199211959,70.95255834341523,2.9077205992577366,65.91968564216714,-109.72890272439192
0.870425,-111.78710174560547,-29.32706069946289,-3.128438214789599,71.0049049132142,5.643606018715824,84.25810835605857,-108.97456978597731
0.879458,-110.79269409179688,-27.83624839782715,-3.125213807793273,67.04008255285936,2.0315832061162284,103.98145437700762,-100.46944376767401
0.889252,-109.96217346191406,-26.156036376953125,-3.122602375569496,58.068615417669264,1.424073204328208,119.66013312620439,-106.9325200942089
0.900225,-109.25890350341797,-24.406604766845703,-3.120295698749877,48.9020131929865,4.534540818743486,133.34067418465978,-108.33691037887203
0.910301,-108.60273742675781,-22.61958885192871,-3.1184229276000823,40.66097673292133,14.263992039057147,144.1989264365525,-107.32445961969091
0.920335,-107.932861328125,-20.86100959777832,-3.11709728052714,35.651360825797134,29.519732668242025,151.51207828277688,-103.32299753090503
0.929299,-107.19143676757812,-19.19550323486328,-3.1168636131976344,36.64868455783489,45.07097374790469,151.90725936777548,-106.06860209850382
