Time [Sec],Roll Angle [Deg],Pitch Angle [Deg],Phase Angle,Angular Velocity [deg/s]
0.0,0,0,0.0,0
0.0,20.842731475830078,1.2029708623886108,4.021499657478827e-05,-0.0008381903753615916
0.000903,20.844070434570312,1.2040153741836548,9.245280514514697e-05,-0.00192709278780967
0.040848,20.84198760986328,1.203750491142273,0.0001788469491650159,-0.0037275259383022785
0.042028,20.84152603149414,1.203434705734253,7.049649845575264e-05,-0.0014692546101287007
0.042887,20.8425350189209,1.2033525705337524,0.00014395317151983763,-0.0030003490392118692
0.043616,20.841625213623047,1.2029956579208374,0.00012084799049414157,-0.0025186685379594564
0.080691,20.8408203125,1.2046335935592651,0.00021056713895747074,-0.004388391971588135
0.081713,20.839635848999023,1.2067265510559082,0.00013020868937234627,-0.002713501686230302
0.082799,20.840486526489258,1.2069939374923706,0.00013082899722243464,-0.002726539969444275
0.084492,20.840803146362305,1.2060391902923584,9.577415462180593e-05,-0.00199601030908525
0.120489,20.842193603515625,1.2070834636688232,3.824991730022359e-05,-0.0007972121820785105
0.122103,20.843791961669922,1.2056677341461182,4.3680200236453004e-05,-0.0009104610071517527
0.123553,20.842510223388672,1.204893946647644,0.00022232871550691022,-0.004633888602256775
0.124994,20.84065055847168,1.2068384885787964,9.49168726678425e-05,-0.00197812938131392
0.16053,20.842267990112305,1.2071408033370972,0.00011085283852396011,-0.002310424577444792
0.162002,20.841360092163086,1.2067521810531616,0.00018040742731334657,-0.003759936196729541
0.16335399999999997,20.83880043029785,1.2052209377288818,0.0002657550488974479,-0.0055380165576934814
0.164817,20.836891174316406,1.205634355545044,0.00019521361688999066,-0.004067644942551851
0.20023,20.837696075439453,1.2059299945831299,0.0001225691988730812,-0.0025540597271174192
0.201113,20.83853530883789,1.2052946090698242,0.00012445918362111579,-0.0025935471057891846
0.201955,20.8391056060791,1.207058072090149,7.014715769316331e-05,-0.001461804029531777
0.202777,20.839418411254883,1.207275629043579,0.00014508298934695494,-0.003023445140570402
0.240208,20.837974548339844,1.2071689367294312,0.0001690309392182386,-0.003522262442857027
0.242383,20.837390899658203,1.206559181213379,0.00014869059980435133,-0.0030983241740614176
0.244055,20.838064193725586,1.2077094316482544,8.25575441736671e-05,-0.0017203394090756774
0.245742,20.83933448791504,1.2087010145187378,7.57595222814453e-05,-0.0015787780284881592
0.279908,20.8399658203125,1.208485722541809,7.371940270749095e-05,-0.0015363098355010152
0.281462,20.84050178527832,1.2081271409988403,7.716742308910485e-05,-0.0016082078218460083
0.283303,20.839982986450195,1.2086241245269775,0.00016207888230502655,-0.003377721179276705
0.284709,20.839038848876953,1.209573745727539,0.00011337275903778709,-0.0023625793401151896
0.320558,20.84012222290039,1.2080357074737549,7.663256149570421e-05,-0.0015970319509506226
0.322335,20.84091567993164,1.209455966949463,8.985706082961781e-05,-0.0018727034330368042
0.324208,20.840246200561523,1.2104158401489258,0.00016293485738998968,-0.003395602572709322
0.32561,20.840301513671875,1.2074865102767944,4.297249666044765e-05,-0.0008955597877502441
0.359942,20.842021942138672,1.2078768014907837,9.589368270253189e-05,-0.001998618245124817
0.361586,20.841468811035156,1.2074568271636963,0.00010935566087871492,-0.002279132604598999
0.363027,20.842273712158203,1.2057675123214722,3.710585759065234e-05,-0.0007733704405836761
0.364668,20.843002319335938,1.2060357332229614,0.00013488827224231292,-0.0028114765882492065
0.399736,20.841604232788086,1.2061911821365356,0.00014061710694533518,-0.0029306861106306314
0.401374,20.841150283813477,1.208984613418579,0.00014791305293506262,-0.003082678187638521
0.402898,20.840656280517578,1.2100623846054077,0.0001521529489153317,-0.003170967334881425
0.404295,20.84031867980957,1.20792555809021,0.00014423658938887107,-0.003005936508998275
0.439644,20.840553283691406,1.2064825296401978,0.0001105759783757571,-0.00230446457862854
0.441091,20.840715408325195,1.2080894708633423,0.00014123084489074065,-0.0029433518648147583
0.442599,20.841110229492188,1.2086104154586792,5.453577918036628e-05,-0.0011365861864760518
0.444084,20.8424129486084,1.2095003128051758,9.633871264231067e-05,-0.002007931238040328
0.479552,20.84274673461914,1.2093867063522339,5.0527868514071946e-05,-0.001053139567375183
0.481157,20.8436279296875,1.2079812288284302,9.306244057816511e-05,-0.0019397588912397623
0.482636,20.843141555786133,1.207301378250122,0.00011855150219423815,-0.0024709857534617186
0.484037,20.84310531616211,1.2082278728485107,9.649635837496796e-05,-0.0020112837664783
0.5199,20.84291648864746,1.210517406463623,0.00015728392282480955,-0.003278255695477128
0.521503,20.841230392456055,1.2127258777618408,0.0002019831795314433,-0.004209578037261963
0.52303,20.840351104736328,1.211846113204956,0.0001501173734274004,-0.0031284987926483154
0.524348,20.841777801513672,1.2125849723815918,5.2424882865504206e-05,-0.0010926277609542012
0.559837,20.844104766845703,1.2135089635849,2.0928292573346426e-05,-0.0004362315230537206
0.561465,20.845335006713867,1.2115309238433838,4.809112533909368e-05,-0.001002475619316101
0.562877,20.844993591308594,1.211242437362671,0.00011664657937925984,-0.002431497210636735
0.564281,20.8444881439209,1.212902545928955,9.164671478201007e-05,-0.0019103288650512695
0.599901,20.84492301940918,1.2108880281448364,0.0001083009954001573,-0.00225752592086792
0.601405,20.84452247619629,1.213733434677124,0.00013557543504898021,-0.002826005220413208
0.602977,20.84425163269043,1.2161449193954468,0.00010798278725690897,-0.0022508203983306885
0.60428,20.846317291259766,1.216482400894165,-2.9208942050820285e-05,0.0006088988739065826
0.63987,20.84789276123047,1.2153465747833252,0.000126601207393873,-0.0026393684092909098
0.641454,20.84625244140625,1.21479070186615,9.835819552816643e-05,-0.0020503997802734375
